,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
304,الأمر؛,ال+ أمر ؛,"['الأ', '##مر', '؛']","['ال+', 'أمر', '؛']",O,O,sentence#9,True
305,فبعد,ف+ بعد,"['فب', '##عد']","['ف+', 'بعد']",O,O,sentence#9,True
306,خمس,خمس,['خمس'],['خمس'],O,O,sentence#9,True
307,سنوات,سنو +ات,['سنوات'],"['سنو', '+ات']",O,O,sentence#9,True
308,على,على,['على'],['على'],O,O,sentence#9,True
309,أحداث,أحداث,['أحداث'],['أحداث'],O,O,sentence#9,True
310,الحادي,ال+ حادي,"['الح', '##ادي']","['ال+', 'حادي']",O,O,sentence#9,True
311,عشر,عشر,['عشر'],['عشر'],O,O,sentence#9,True
312,من,من,['من'],['من'],O,O,sentence#9,True
313,سبتمبر,سبتمبر,['سبتمبر'],['سبتمبر'],O,O,sentence#9,True
314,،,،,['،'],['،'],O,O,sentence#9,True
315,أخذت,أخذ +ت,"['أخذ', '##ت']","['أخذ', '+ت']",O,O,sentence#9,True
316,جهود,جهود,['جهود'],['جهود'],O,O,sentence#9,True
317,الولايات,ال+ ولاي +ات,"['الو', '##لاي', '##ات']","['ال+', 'ولاي', '+ات']",B-LOC,B-LOC,sentence#9,True
318,المتحدة,ال+ متحد +ة,"['المت', '##حد', '##ة']","['ال+', 'متحد', '+ة']",I-LOC,I-LOC,sentence#9,True
319,في,في,['في'],['في'],O,O,sentence#9,True
320,أفغانستان,أفغانستان,['أفغانستان'],['أفغانستان'],B-LOC,B-LOC,sentence#9,True
321,،,،,['،'],['،'],O,O,sentence#9,True
322,مثلما,مثلما,['مثلما'],['مثلما'],O,O,sentence#9,True
323,في,في,['في'],['في'],O,O,sentence#9,True
324,العراق,ال+ عراق,"['الع', '##را', '##ق']","['ال+', 'عراق']",B-LOC,B-LOC,sentence#9,True
325,،,،,['،'],['،'],O,O,sentence#9,True
326,تتبخر,تتبخر,['تتبخر'],['تتبخر'],O,O,sentence#9,True
327,أنان,أنان,['أنان'],['أنان'],I-PERS,B-PERS,sentence#10,False
328,ما,ما,['ما'],['ما'],O,O,sentence#10,True
329,تزال,تزال,['تزال'],['تزال'],O,O,sentence#10,True
330,حكومة,حكوم +ة,"['حكوم', '##ة']","['حكوم', '+ة']",O,O,sentence#10,True
331,البلاد,ال+ بلاد,"['البل', '##اد']","['ال+', 'بلاد']",O,O,sentence#10,True
332,ضعيفة,ضعيف +ة,"['ضعيف', '##ة']","['ضعيف', '+ة']",O,O,sentence#10,True
333,وفاسدة,و+ فاسد +ة,"['وفا', '##سد', '##ة']","['و+', 'فاسد', '+ة']",O,O,sentence#10,True
334,،,،,['،'],['،'],O,O,sentence#10,True
335,كما,كما,['كما'],['كما'],O,O,sentence#10,True
336,أنها,أن +ها,['أنها'],"['أن', '+ها']",O,O,sentence#10,True
337,تواجه,تواجه,['تواجه'],['تواجه'],O,O,sentence#10,True
338,عراقيل,عراقيل,['عراقيل'],['عراقيل'],O,O,sentence#10,True
339,عدة,عد +ة,"['عد', '##ة']","['عد', '+ة']",O,O,sentence#10,True
340,مثل,مثل,['مثل'],['مثل'],O,O,sentence#10,True
341,مؤشرات,مؤشر +ات,"['مؤشر', '##ات']","['مؤشر', '+ات']",O,O,sentence#10,True
342,التنمية,ال+ تنمي +ة,"['التن', '##مية']","['ال+', 'تنمي', '+ة']",O,O,sentence#10,True
343,التي,التي,['التي'],['التي'],O,O,sentence#10,True
344,تبعث,تبعث,['تبعث'],['تبعث'],O,O,sentence#10,True
345,على,على,['على'],['على'],O,O,sentence#10,True
346,القلق,ال+ قلق,"['الق', '##لق']","['ال+', 'قلق']",O,O,sentence#10,True
347,،,،,['،'],['،'],O,O,sentence#10,True
348,وازدهار,و+ ازدهار,"['واز', '##ده', '##ار']","['و+', 'ازدهار']",O,O,sentence#10,True
349,زراعة,زراع +ة,"['زراع', '##ة']","['زراع', '+ة']",O,O,sentence#10,True
350,الأفيون,ال+ أفيون,"['الأ', '##فيو', '##ن']","['ال+', 'أفيون']",O,O,sentence#10,True
351,،,،,['،'],['،'],O,O,sentence#10,True
352,وانبعاث,و+ انبعاث,"['وان', '##بعاث']","['و+', 'انبعاث']",O,O,sentence#10,True
353,حركة,حرك +ة,"['حرك', '##ة']","['حرك', '+ة']",O,O,sentence#10,True
354,التمرد,ال+ تمرد,"['الت', '##مر', '##د']","['ال+', 'تمرد']",O,O,sentence#10,True
355,من,من,['من'],['من'],O,O,sentence#10,True
356,جديد,جديد,['جديد'],['جديد'],O,O,sentence#10,True
357,الأحمر,ال+ أحمر,"['الأ', '##حم', '##ر']","['ال+', 'أحمر']",I-ORG,O,sentence#11,False
358,،,،,['،'],['،'],O,O,sentence#11,True
359,لنا,ل+ +نا,"['لن', '##ا']","['ل+', '+نا']",O,O,sentence#11,True
360,أن,أن,['أن'],['أن'],O,O,sentence#11,True
361,نتساءل,نتساءل,['نتساءل'],['نتساءل'],O,O,sentence#11,True
362,:,:,[':'],[':'],O,O,sentence#11,True
363,كيف,كيف,['كيف'],['كيف'],O,O,sentence#11,True
364,ساءت,ساء +ت,"['ساء', '##ت']","['ساء', '+ت']",O,O,sentence#11,True
365,الأمور,ال+ أمور,"['الأ', '##مور']","['ال+', 'أمور']",O,O,sentence#11,True
366,إلى,إلى,['إلى'],['إلى'],O,O,sentence#11,True
367,هذا,هذا,['هذا'],['هذا'],O,O,sentence#11,True
368,الحد,ال+ حد,"['الح', '##د']","['ال+', 'حد']",O,O,sentence#11,True
369,وبهذه,و+ ب+ هذه,"['وب', '##هذه']","['و+', 'ب+', 'هذه']",O,O,sentence#11,True
370,السرعة,ال+ سرع +ة,"['الس', '##رع', '##ة']","['ال+', 'سرع', '+ة']",O,O,sentence#11,True
371,؟,؟,['؟'],['؟'],O,O,sentence#11,True
372,مما,مما,['مما'],['مما'],O,O,sentence#11,True
373,لاشك,ل+ اشك,"['لاش', '##ك']","['ل+', 'اشك']",O,O,sentence#11,True
374,فيه,في +ه,['فيه'],"['في', '+ه']",O,O,sentence#11,True
375,أن,أن,['أن'],['أن'],O,O,sentence#11,True
376,رامسفيلد,رامسفيلد,['رامسفيلد'],['رامسفيلد'],B-PERS,B-PERS,sentence#11,True
377,وفريقه,و+ فريق +ه,"['وفر', '##يق', '##ه']","['و+', 'فريق', '+ه']",O,O,sentence#11,True
378,ارتكبا,ارتكب +ا,"['ارتكب', '##ا']","['ارتكب', '+ا']",O,O,sentence#11,True
379,أخطاء,أخطاء,['أخطاء'],['أخطاء'],O,O,sentence#11,True
380,تكتيكية,تكتيكي +ة,"['تكتيكي', '##ة']","['تكتيكي', '+ة']",O,O,sentence#11,True
381,،,،,['،'],['،'],O,O,sentence#11,True
382,إلا,إلا,['إلا'],['إلا'],O,O,sentence#11,True
383,أن,أن,['أن'],['أن'],O,O,sentence#11,True
384,جذور,جذور,['جذور'],['جذور'],O,O,sentence#11,True
385,هذه,هذه,['هذه'],['هذه'],O,O,sentence#11,True
386,الأخطاء,ال+ أخطاء,"['الأ', '##خط', '##اء']","['ال+', 'أخطاء']",O,O,sentence#11,True
387,توجد,توجد,['توجد'],['توجد'],O,O,sentence#11,True
388,في,في,['في'],['في'],O,O,sentence#11,True
389,مشكلة,مشكل +ة,"['مشكل', '##ة']","['مشكل', '+ة']",O,O,sentence#11,True
390,أكبر,أكبر,['أكبر'],['أكبر'],O,O,sentence#11,True
391,تتمثل,تتمثل,['تتمثل'],['تتمثل'],O,O,sentence#11,True
392,في,في,['في'],['في'],O,O,sentence#11,True
393,مفهوم,مفهوم,['مفهوم'],['مفهوم'],O,O,sentence#11,True
394,ساذج,ساذج,['ساذج'],['ساذج'],O,O,sentence#11,True
395,وخطير,و+ خطير,"['وخط', '##ير']","['و+', 'خطير']",O,O,sentence#11,True
396,،,،,['،'],['،'],O,O,sentence#11,True
397,هو,هو,['هو'],['هو'],O,O,sentence#11,True
398,مفهوم,مفهوم,['مفهوم'],['مفهوم'],O,O,sentence#11,True
399,القوة,ال+ قو +ة,"['الق', '##وة']","['ال+', 'قو', '+ة']",O,O,sentence#11,True
400,الأميركية,ال+ أميركي +ة,"['الأمير', '##كية']","['ال+', 'أميركي', '+ة']",O,O,sentence#11,True
401,،,،,['،'],['،'],O,O,sentence#11,True
402,الذي,الذي,['الذي'],['الذي'],O,O,sentence#11,True
403,يلقى,يلقى,['يلقى'],['يلقى'],O,O,sentence#11,True
404,رواجاً,رواج +ا,['[UNK]'],"['رواج', '+ا']",O,O,sentence#11,True
405,متزايداً,متزايد +ا,['[UNK]'],"['متزايد', '+ا']",O,O,sentence#11,True
406,بواشنطن,ب+ واشنطن,"['بوا', '##شن', '##طن']","['ب+', 'واشنطن']",B-LOC,B-LOC,sentence#11,True
407,دولي,دولي,['دولي'],['دولي'],O,O,sentence#12,True
408,الناحية,ال+ ناحي +ة,"['الن', '##احية']","['ال+', 'ناحي', '+ة']",O,O,sentence#12,True
409,العسكرية,ال+ عسكري +ة,"['العس', '##كري', '##ة']","['ال+', 'عسكري', '+ة']",O,O,sentence#12,True
410,،,،,['،'],['،'],O,O,sentence#12,True
411,تشدد,تشدد,['تشدد'],['تشدد'],O,O,sentence#12,True
412,عقيدة,عقيد +ة,"['عقيد', '##ة']","['عقيد', '+ة']",O,O,sentence#12,True
413,رامسفيلد,رامسفيلد,['رامسفيلد'],['رامسفيلد'],B-PERS,B-PERS,sentence#12,True
414,على,على,['على'],['على'],O,O,sentence#12,True
415,الاعتماد,ال+ اعتماد,"['الا', '##عت', '##ماد']","['ال+', 'اعتماد']",O,O,sentence#12,True
416,على,على,['على'],['على'],O,O,sentence#12,True
417,التكنولوجيا,ال+ تكنولوجيا,"['الت', '##كن', '##ولوجيا']","['ال+', 'تكنولوجيا']",O,O,sentence#12,True
418,العالية,ال+ عالي +ة,"['الع', '##الية']","['ال+', 'عالي', '+ة']",O,O,sentence#12,True
419,والقوة,و+ ال+ قو +ة,"['وال', '##قو', '##ة']","['و+', 'ال+', 'قو', '+ة']",O,O,sentence#12,True
420,الجوية,ال+ جوي +ة,"['الج', '##وية']","['ال+', 'جوي', '+ة']",O,O,sentence#12,True
421,،,،,['،'],['،'],O,O,sentence#12,True
422,وتقلل,و+ تقلل,"['وت', '##قل', '##ل']","['و+', 'تقلل']",O,O,sentence#12,True
423,من,من,['من'],['من'],O,O,sentence#12,True
424,أهمية,أهمي +ة,"['أهمي', '##ة']","['أهمي', '+ة']",O,O,sentence#12,True
425,قوات,قو +ات,"['قوا', '##ت']","['قو', '+ات']",O,O,sentence#12,True
426,برية,بري +ة,"['بري', '##ة']","['بري', '+ة']",O,O,sentence#12,True
427,كبيرة,كبير +ة,"['كبير', '##ة']","['كبير', '+ة']",O,O,sentence#12,True
428,الأميركي,ال+ أميركي,"['الأمير', '##كي']","['ال+', 'أميركي']",O,O,sentence#13,True
429,عواقبها,عواقب +ها,"['عواقب', '##ها']","['عواقب', '+ها']",O,O,sentence#13,True
430,فتتمثل,ف+ تتمثل,"['فتت', '##م', '##ثل']","['ف+', 'تتمثل']",O,O,sentence#13,True
431,في,في,['في'],['في'],O,O,sentence#13,True
432,أن,أن,['أن'],['أن'],O,O,sentence#13,True
433,أميركا,أميركا,['أميركا'],['أميركا'],B-LOC,B-LOC,sentence#13,True
434,تعمل,تعمل,['تعمل'],['تعمل'],O,O,sentence#13,True
435,على,على,['على'],['على'],O,O,sentence#13,True
436,نحو,نحو,['نحو'],['نحو'],O,O,sentence#13,True
437,أفضل,أفضل,['أفضل'],['أفضل'],O,O,sentence#13,True
438,عندما,عندما,['عندما'],['عندما'],O,O,sentence#13,True
439,لا,لا,['لا'],['لا'],O,O,sentence#13,True
440,تعترض,تعترض,['تعترض'],['تعترض'],O,O,sentence#13,True
441,طريقها,طريق +ها,"['طريق', '##ها']","['طريق', '+ها']",O,O,sentence#13,True
442,المؤسساتُ,ال+ مؤسس +ات,['[UNK]'],"['ال+', 'مؤسس', '+ات']",O,O,sentence#13,True
443,الدولية,ال+ دولي +ة,"['الد', '##ولية']","['ال+', 'دولي', '+ة']",O,O,sentence#13,True
444,،,،,['،'],['،'],O,O,sentence#13,True
445,وأن,و+ أن,['وأن'],"['و+', 'أن']",O,O,sentence#13,True
446,القوة,ال+ قو +ة,"['الق', '##وة']","['ال+', 'قو', '+ة']",O,O,sentence#13,True
447,يمكنها,يمكن +ها,"['يمكن', '##ها']","['يمكن', '+ها']",O,O,sentence#13,True
448,أن,أن,['أن'],['أن'],O,O,sentence#13,True
449,تحقق,تحقق,['تحقق'],['تحقق'],O,O,sentence#13,True
450,الأهداف,ال+ أهداف,"['الأ', '##هداف']","['ال+', 'أهداف']",O,O,sentence#13,True
451,السياسية,ال+ سياسي +ة,"['السي', '##اسية']","['ال+', 'سياسي', '+ة']",O,O,sentence#13,True
452,مع,مع,['مع'],['مع'],O,O,sentence#13,True
453,قليل,قليل,['قليل'],['قليل'],O,O,sentence#13,True
454,فقط,فقط,['فقط'],['فقط'],O,O,sentence#13,True
455,من,من,['من'],['من'],O,O,sentence#13,True
456,التداعيات,ال+ تداعي +ات,"['الت', '##داع', '##يا', '##ت']","['ال+', 'تداعي', '+ات']",O,O,sentence#13,True
457,طويلة,طويل +ة,"['طويل', '##ة']","['طويل', '+ة']",O,O,sentence#13,True
458,المدى,ال+ مدى,"['الم', '##دى']","['ال+', 'مدى']",O,O,sentence#13,True
459,مرفوض,مرفوض,['مرفوض'],['مرفوض'],O,O,sentence#14,True
460,كانت,كان +ت,['كانت'],"['كان', '+ت']",O,O,sentence#14,True
461,أفغانستان,أفغانستان,['أفغانستان'],['أفغانستان'],B-LOC,B-LOC,sentence#14,True
462,المختبر,ال+ مختبر,"['الم', '##خت', '##بر']","['ال+', 'مختبر']",O,O,sentence#14,True
463,الذي,الذي,['الذي'],['الذي'],O,O,sentence#14,True
464,جُرب,جرب,['[UNK]'],['جرب'],O,O,sentence#14,True
465,فيه,في +ه,['فيه'],"['في', '+ه']",O,O,sentence#14,True
466,هذا,هذا,['هذا'],['هذا'],O,O,sentence#14,True
467,المفهوم,ال+ مفهوم,"['الم', '##فه', '##وم']","['ال+', 'مفهوم']",O,O,sentence#14,True
468,الجديد,ال+ جديد,"['الج', '##ديد']","['ال+', 'جديد']",O,O,sentence#14,True
469,للحرب,ل+ ال+ حرب,"['ل', '##لح', '##رب']","['ل+', 'ال+', 'حرب']",O,O,sentence#14,True
470,والقوة,و+ ال+ قو +ة,"['وال', '##قو', '##ة']","['و+', 'ال+', 'قو', '+ة']",O,O,sentence#14,True
471,الوطنية,ال+ وطني +ة,"['الو', '##طني', '##ة']","['ال+', 'وطني', '+ة']",O,O,sentence#14,True
472,طويل,طويل,['طويل'],['طويل'],O,O,sentence#15,True
473,سعى,سعى,['سعى'],['سعى'],O,O,sentence#15,True
474,"""","""","['""']","['""']",O,O,sentence#15,True
475,البنتاغون,ال+ بنتاغون,"['الب', '##نتا', '##غون']","['ال+', 'بنتاغون']",B-ORG,B-ORG,sentence#15,True
476,"""","""","['""']","['""']",O,O,sentence#15,True
477,تحت,تحت,['تحت'],['تحت'],O,O,sentence#15,True
478,رئاسة,رئاس +ة,"['رئاس', '##ة']","['رئاس', '+ة']",O,O,sentence#15,True
479,رامسفيلد,رامسفيلد,['رامسفيلد'],['رامسفيلد'],B-PERS,B-PERS,sentence#15,True
480,إلى,إلى,['إلى'],['إلى'],O,O,sentence#15,True
481,إثبات,إثبات,['إثبات'],['إثبات'],O,O,sentence#15,True
482,أنه,أن +ه,['أنه'],"['أن', '+ه']",O,O,sentence#15,True
483,يمكن,يمكن,['يمكن'],['يمكن'],O,O,sentence#15,True
484,للمجموعات,ل+ ال+ مجموع +ات,"['ل', '##لم', '##جموع', '##ات']","['ل+', 'ال+', 'مجموع', '+ات']",O,O,sentence#15,True
485,الصغيرة,ال+ صغير +ة,"['الص', '##غير', '##ة']","['ال+', 'صغير', '+ة']",O,O,sentence#15,True
486,من,من,['من'],['من'],O,O,sentence#15,True
487,القوات,ال+ قو +ات,"['الق', '##وات']","['ال+', 'قو', '+ات']",O,O,sentence#15,True
488,البرية,ال+ بري +ة,"['البري', '##ة']","['ال+', 'بري', '+ة']",O,O,sentence#15,True
489,،,،,['،'],['،'],O,O,sentence#15,True
490,إذا,إذا,['إذا'],['إذا'],O,O,sentence#15,True
491,ما,ما,['ما'],['ما'],O,O,sentence#15,True
492,تم,تم,['تم'],['تم'],O,O,sentence#15,True
493,دعمها,دعم +ها,"['دعم', '##ها']","['دعم', '+ها']",O,O,sentence#15,True
494,بقوة,ب+ قو +ة,"['بق', '##وة']","['ب+', 'قو', '+ة']",O,O,sentence#15,True
495,جوية,جوي +ة,"['جوي', '##ة']","['جوي', '+ة']",O,O,sentence#15,True
496,جبارة,جبار +ة,"['جبار', '##ة']","['جبار', '+ة']",O,O,sentence#15,True
497,،,،,['،'],['،'],O,O,sentence#15,True
498,الانتصار,ال+ انتصار,"['الان', '##تص', '##ار']","['ال+', 'انتصار']",O,O,sentence#15,True
499,في,في,['في'],['في'],O,O,sentence#15,True
500,الحروب,ال+ حروب,"['الح', '##رو', '##ب']","['ال+', 'حروب']",O,O,sentence#15,True
501,–وهو,– و+ هو,"['–', 'وهو']","['–', 'و+', 'هو']",O,O,sentence#15,True
502,ما,ما,['ما'],['ما'],O,O,sentence#15,True
503,يُعد,يعد,['[UNK]'],['يعد'],O,O,sentence#15,True
504,نظرياً,نظري +ا,['[UNK]'],"['نظري', '+ا']",O,O,sentence#15,True
505,مقاربة,مقارب +ة,"['مقارب', '##ة']","['مقارب', '+ة']",O,O,sentence#15,True
506,جيدة,جيد +ة,"['جيد', '##ة']","['جيد', '+ة']",O,O,sentence#15,True
507,لأنها,ل+ أن +ها,"['لأن', '##ها']","['ل+', 'أن', '+ها']",O,O,sentence#15,True
508,تحد,تحد,['تحد'],['تحد'],O,O,sentence#15,True
509,من,من,['من'],['من'],O,O,sentence#15,True
510,الإصابات,ال+ إصاب +ات,"['الإ', '##صاب', '##ات']","['ال+', 'إصاب', '+ات']",O,O,sentence#15,True
511,الأميركية,ال+ أميركي +ة,"['الأمير', '##كية']","['ال+', 'أميركي', '+ة']",O,O,sentence#15,True
512,والنفقات,و+ ال+ نفق +ات,"['وال', '##نف', '##قات']","['و+', 'ال+', 'نفق', '+ات']",O,O,sentence#15,True
513,تقريره,تقرير +ه,"['تقرير', '##ه']","['تقرير', '+ه']",O,O,sentence#16,True
514,أن,أن,['أن'],['أن'],O,O,sentence#16,True
515,حالات,حال +ات,"['حال', '##ات']","['حال', '+ات']",O,O,sentence#16,True
516,فشل,فشل,['فشل'],['فشل'],O,O,sentence#16,True
517,هذه,هذه,['هذه'],['هذه'],O,O,sentence#16,True
518,العقيدة,ال+ عقيد +ة,"['الع', '##قيد', '##ة']","['ال+', 'عقيد', '+ة']",O,O,sentence#16,True
519,في,في,['في'],['في'],O,O,sentence#16,True
520,العراق,ال+ عراق,"['الع', '##را', '##ق']","['ال+', 'عراق']",B-LOC,B-LOC,sentence#16,True
521,موثقة,موثق +ة,"['موثق', '##ة']","['موثق', '+ة']",O,O,sentence#16,True
522,جيداً,جيد +ا,['[UNK]'],"['جيد', '+ا']",O,O,sentence#16,True
523,،,،,['،'],['،'],O,O,sentence#16,True
524,غير,غير,['غير'],['غير'],O,O,sentence#16,True
525,أن,أن,['أن'],['أن'],O,O,sentence#16,True
526,قصورها,قصور +ها,"['قصور', '##ها']","['قصور', '+ها']",O,O,sentence#16,True
527,في,في,['في'],['في'],O,O,sentence#16,True
528,أفغانستان,أفغانستان,['أفغانستان'],['أفغانستان'],B-LOC,B-LOC,sentence#16,True
529,لم,لم,['لم'],['لم'],O,O,sentence#16,True
530,يستأثر,يستأثر,['يستأثر'],['يستأثر'],O,O,sentence#16,True
531,باهتمام,ب+ اهتمام,"['باهت', '##مام']","['ب+', 'اهتمام']",O,O,sentence#16,True
532,كبير,كبير,['كبير'],['كبير'],O,O,sentence#16,True
533,لأن,ل+ أن,['لأن'],"['ل+', 'أن']",O,O,sentence#16,True
534,تدهور,تدهور,['تدهور'],['تدهور'],O,O,sentence#16,True
