,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement,model_name,preprocessing
220,خطيرة,"['خط', '##يرة']","['خط', '##يرة']","['خط', '##يرة']",O,O,sentence#6,True,mbert,without_preprocessing
221,حول,['حول'],['حول'],['حول'],O,O,sentence#6,True,mbert,without_preprocessing
222,كيفية,"['ك', '##يفية']","['ك', '##يفية']","['ك', '##يفية']",O,O,sentence#6,True,mbert,without_preprocessing
223,استعمال,['استعمال'],['استعمال'],['استعمال'],O,O,sentence#6,True,mbert,without_preprocessing
224,القوة,['القوة'],['القوة'],['القوة'],O,O,sentence#6,True,mbert,without_preprocessing
225,الأميركية,"['الامير', '##كية']","['الامير', '##كية']","['الامير', '##كية']",O,O,sentence#6,True,mbert,without_preprocessing
226,المقبل,"['ال', '##م', '##قبل']","['ال', '##م', '##قبل']","['ال', '##م', '##قبل']",O,O,sentence#7,True,mbert,without_preprocessing
227,كان,['كان'],['كان'],['كان'],O,O,sentence#7,True,mbert,without_preprocessing
228,أغسطس,['اغسطس'],['اغسطس'],['اغسطس'],O,O,sentence#7,True,mbert,without_preprocessing
229,من,['من'],['من'],['من'],O,O,sentence#7,True,mbert,without_preprocessing
230,عام,['عام'],['عام'],['عام'],O,O,sentence#7,True,mbert,without_preprocessing
231,2002,['2002'],['2002'],['2002'],O,O,sentence#7,True,mbert,without_preprocessing
232,لحظة,"['ل', '##ح', '##ظة']","['ل', '##ح', '##ظة']","['ل', '##ح', '##ظة']",O,O,sentence#7,True,mbert,without_preprocessing
233,إعلان,['اعلان'],['اعلان'],['اعلان'],O,O,sentence#7,True,mbert,without_preprocessing
234,"""","['""']","['""']","['""']",O,O,sentence#7,True,mbert,without_preprocessing
235,إنجاز,"['انجا', '##ز']","['انجا', '##ز']","['انجا', '##ز']",O,O,sentence#7,True,mbert,without_preprocessing
236,المهمة,"['ال', '##مه', '##مة']","['ال', '##مه', '##مة']","['ال', '##مه', '##مة']",O,O,sentence#7,True,mbert,without_preprocessing
237,"""","['""']","['""']","['""']",O,O,sentence#7,True,mbert,without_preprocessing
238,بالنسبة,['بالنسبة'],['بالنسبة'],['بالنسبة'],O,O,sentence#7,True,mbert,without_preprocessing
239,لأفغانستان؛,"['لا', '##ف', '##غان', '##ستان', '؛']","['لا', '##ف', '##غان', '##ستان', '؛']","['لا', '##ف', '##غان', '##ستان', '؛']",B-LOC,B-LOC,sentence#7,True,mbert,without_preprocessing
240,حيث,['حيث'],['حيث'],['حيث'],O,O,sentence#7,True,mbert,without_preprocessing
241,وصف,['وصف'],['وصف'],['وصف'],O,O,sentence#7,True,mbert,without_preprocessing
242,رامسفيلد,"['را', '##مس', '##في', '##لد']","['را', '##مس', '##في', '##لد']","['را', '##مس', '##في', '##لد']",B-PERS,B-PERS,sentence#7,True,mbert,without_preprocessing
243,الجهد,"['ال', '##جه', '##د']","['ال', '##جه', '##د']","['ال', '##جه', '##د']",O,O,sentence#7,True,mbert,without_preprocessing
244,العسكري,"['ال', '##عسكري']","['ال', '##عسكري']","['ال', '##عسكري']",O,O,sentence#7,True,mbert,without_preprocessing
245,ب,['ب'],['ب'],['ب'],O,O,sentence#7,True,mbert,without_preprocessing
246,ـ,['ـ'],['ـ'],['ـ'],O,O,sentence#7,True,mbert,without_preprocessing
247,"""","['""']","['""']","['""']",O,O,sentence#7,True,mbert,without_preprocessing
248,الإنجاز,"['الان', '##جاز']","['الان', '##جاز']","['الان', '##جاز']",O,O,sentence#7,True,mbert,without_preprocessing
249,الكبير,['الكبير'],['الكبير'],['الكبير'],O,O,sentence#7,True,mbert,without_preprocessing
250,"""","['""']","['""']","['""']",O,O,sentence#7,True,mbert,without_preprocessing
251,و,['و'],['و'],['و'],O,O,sentence#7,True,mbert,without_preprocessing
252,"""","['""']","['""']","['""']",O,O,sentence#7,True,mbert,without_preprocessing
253,النموذج,"['ال', '##ن', '##موذج']","['ال', '##ن', '##موذج']","['ال', '##ن', '##موذج']",O,O,sentence#7,True,mbert,without_preprocessing
254,الناجح,"['ال', '##نا', '##ج', '##ح']","['ال', '##نا', '##ج', '##ح']","['ال', '##نا', '##ج', '##ح']",O,O,sentence#7,True,mbert,without_preprocessing
255,لما,['لما'],['لما'],['لما'],O,O,sentence#7,True,mbert,without_preprocessing
256,يمكن,['يمكن'],['يمكن'],['يمكن'],O,O,sentence#7,True,mbert,without_preprocessing
257,أن,['ان'],['ان'],['ان'],O,O,sentence#7,True,mbert,without_preprocessing
258,يحدث,['يحدث'],['يحدث'],['يحدث'],O,O,sentence#7,True,mbert,without_preprocessing
259,للعراق,"['ل', '##ل', '##عر', '##اق']","['ل', '##ل', '##عر', '##اق']","['ل', '##ل', '##عر', '##اق']",B-LOC,B-LOC,sentence#7,True,mbert,without_preprocessing
260,"""","['""']","['""']","['""']",O,O,sentence#7,True,mbert,without_preprocessing
261,،,['،'],['،'],['،'],O,O,sentence#8,True,mbert,without_preprocessing
262,من,['من'],['من'],['من'],O,O,sentence#8,True,mbert,without_preprocessing
263,وجهة,"['وجه', '##ة']","['وجه', '##ة']","['وجه', '##ة']",O,O,sentence#8,True,mbert,without_preprocessing
264,نظره,"['نظر', '##ه']","['نظر', '##ه']","['نظر', '##ه']",O,O,sentence#8,True,mbert,without_preprocessing
265,هزمت,"['ه', '##زم', '##ت']","['ه', '##زم', '##ت']","['ه', '##زم', '##ت']",O,O,sentence#8,True,mbert,without_preprocessing
266,"""","['""']","['""']","['""']",O,O,sentence#8,True,mbert,without_preprocessing
267,طالبان,"['طالب', '##ان']","['طالب', '##ان']","['طالب', '##ان']",B-ORG,B-ORG,sentence#8,True,mbert,without_preprocessing
268,"""","['""']","['""']","['""']",O,O,sentence#8,True,mbert,without_preprocessing
269,،,['،'],['،'],['،'],O,O,sentence#8,True,mbert,without_preprocessing
270,وفككت,"['و', '##ف', '##ك', '##ك', '##ت']","['و', '##ف', '##ك', '##ك', '##ت']","['و', '##ف', '##ك', '##ك', '##ت']",O,O,sentence#8,True,mbert,without_preprocessing
271,"""","['""']","['""']","['""']",O,O,sentence#8,True,mbert,without_preprocessing
272,القاعدة,"['ال', '##قا', '##عدة']","['ال', '##قا', '##عدة']","['ال', '##قا', '##عدة']",B-ORG,B-ORG,sentence#8,True,mbert,without_preprocessing
273,"""","['""']","['""']","['""']",O,O,sentence#8,True,mbert,without_preprocessing
274,،,['،'],['،'],['،'],O,O,sentence#8,True,mbert,without_preprocessing
275,ووضعت,"['و', '##وضع', '##ت']","['و', '##وضع', '##ت']","['و', '##وضع', '##ت']",O,O,sentence#8,True,mbert,without_preprocessing
276,أفغانستان,['افغانستان'],['افغانستان'],['افغانستان'],B-LOC,B-LOC,sentence#8,True,mbert,without_preprocessing
277,على,['على'],['على'],['على'],O,O,sentence#8,True,mbert,without_preprocessing
278,طريق,['طريق'],['طريق'],['طريق'],O,O,sentence#8,True,mbert,without_preprocessing
279,الاستقرار,"['الا', '##ست', '##قرار']","['الا', '##ست', '##قرار']","['الا', '##ست', '##قرار']",O,O,sentence#8,True,mbert,without_preprocessing
280,والديمقراطية,"['والد', '##يم', '##قراطية']","['والد', '##يم', '##قراطية']","['والد', '##يم', '##قراطية']",O,O,sentence#8,True,mbert,without_preprocessing
281,–وقد,"['[UNK]', 'وقد']","['[UNK]', 'وقد']","['[UNK]', 'وقد']",O,O,sentence#8,True,mbert,without_preprocessing
282,فعلت,"['فعل', '##ت']","['فعل', '##ت']","['فعل', '##ت']",O,O,sentence#8,True,mbert,without_preprocessing
283,ذلك,['ذلك'],['ذلك'],['ذلك'],O,O,sentence#8,True,mbert,without_preprocessing
284,على,['على'],['على'],['على'],O,O,sentence#8,True,mbert,without_preprocessing
285,طريقة,['طريقة'],['طريقة'],['طريقة'],O,O,sentence#8,True,mbert,without_preprocessing
286,رامسفيلد,"['را', '##مس', '##في', '##لد']","['را', '##مس', '##في', '##لد']","['را', '##مس', '##في', '##لد']",B-PERS,B-PERS,sentence#8,True,mbert,without_preprocessing
287,،,['،'],['،'],['،'],O,O,sentence#8,True,mbert,without_preprocessing
288,أي,['اي'],['اي'],['اي'],O,O,sentence#8,True,mbert,without_preprocessing
289,بتكلفة,"['ب', '##ت', '##كل', '##فة']","['ب', '##ت', '##كل', '##فة']","['ب', '##ت', '##كل', '##فة']",O,O,sentence#8,True,mbert,without_preprocessing
290,قليلة,"['ق', '##ليل', '##ة']","['ق', '##ليل', '##ة']","['ق', '##ليل', '##ة']",O,O,sentence#8,True,mbert,without_preprocessing
291,وحد,"['و', '##حد']","['و', '##حد']","['و', '##حد']",O,O,sentence#8,True,mbert,without_preprocessing
292,أدنى,"['اد', '##نى']","['اد', '##نى']","['اد', '##نى']",O,O,sentence#8,True,mbert,without_preprocessing
293,من,['من'],['من'],['من'],O,O,sentence#8,True,mbert,without_preprocessing
294,الخسائر,"['ال', '##خ', '##سا', '##ير']","['ال', '##خ', '##سا', '##ير']","['ال', '##خ', '##سا', '##ير']",O,O,sentence#8,True,mbert,without_preprocessing
295,البشرية,"['ال', '##بش', '##رية']","['ال', '##بش', '##رية']","['ال', '##بش', '##رية']",O,O,sentence#8,True,mbert,without_preprocessing
296,أنان,['انان'],['انان'],['انان'],B-PERS,B-PERS,sentence#9,True,mbert,without_preprocessing
297,أن,['ان'],['ان'],['ان'],O,O,sentence#9,True,mbert,without_preprocessing
298,المهمة,"['ال', '##مه', '##مة']","['ال', '##مه', '##مة']","['ال', '##مه', '##مة']",O,O,sentence#9,True,mbert,without_preprocessing
299,لم,['لم'],['لم'],['لم'],O,O,sentence#9,True,mbert,without_preprocessing
300,تنجز,"['تن', '##جز']","['تن', '##جز']","['تن', '##جز']",O,O,sentence#9,True,mbert,without_preprocessing
301,أبداً,"['اب', '##دا']","['اب', '##دا']","['اب', '##دا']",O,O,sentence#9,True,mbert,without_preprocessing
302,في,['في'],['في'],['في'],O,O,sentence#9,True,mbert,without_preprocessing
303,واقع,['واقع'],['واقع'],['واقع'],O,O,sentence#9,True,mbert,without_preprocessing
304,الأمر؛,"['الامر', '؛']","['الامر', '؛']","['الامر', '؛']",O,O,sentence#9,True,mbert,without_preprocessing
305,فبعد,"['ف', '##بعد']","['ف', '##بعد']","['ف', '##بعد']",O,O,sentence#9,True,mbert,without_preprocessing
306,خمس,"['خ', '##مس']","['خ', '##مس']","['خ', '##مس']",O,O,sentence#9,True,mbert,without_preprocessing
307,سنوات,['سنوات'],['سنوات'],['سنوات'],O,O,sentence#9,True,mbert,without_preprocessing
308,على,['على'],['على'],['على'],O,O,sentence#9,True,mbert,without_preprocessing
309,أحداث,['احداث'],['احداث'],['احداث'],O,O,sentence#9,True,mbert,without_preprocessing
310,الحادي,"['ال', '##حاد', '##ي']","['ال', '##حاد', '##ي']","['ال', '##حاد', '##ي']",O,O,sentence#9,True,mbert,without_preprocessing
311,عشر,['عشر'],['عشر'],['عشر'],O,O,sentence#9,True,mbert,without_preprocessing
312,من,['من'],['من'],['من'],O,O,sentence#9,True,mbert,without_preprocessing
313,سبتمبر,['سبتمبر'],['سبتمبر'],['سبتمبر'],O,O,sentence#9,True,mbert,without_preprocessing
314,،,['،'],['،'],['،'],O,O,sentence#9,True,mbert,without_preprocessing
315,أخذت,"['اخذ', '##ت']","['اخذ', '##ت']","['اخذ', '##ت']",O,O,sentence#9,True,mbert,without_preprocessing
316,جهود,"['ج', '##هود']","['ج', '##هود']","['ج', '##هود']",O,O,sentence#9,True,mbert,without_preprocessing
317,الولايات,['الولايات'],['الولايات'],['الولايات'],B-LOC,B-LOC,sentence#9,True,mbert,without_preprocessing
318,المتحدة,['المتحدة'],['المتحدة'],['المتحدة'],I-LOC,I-LOC,sentence#9,True,mbert,without_preprocessing
319,في,['في'],['في'],['في'],O,O,sentence#9,True,mbert,without_preprocessing
320,أفغانستان,['افغانستان'],['افغانستان'],['افغانستان'],B-LOC,B-LOC,sentence#9,True,mbert,without_preprocessing
321,،,['،'],['،'],['،'],O,O,sentence#9,True,mbert,without_preprocessing
322,مثلما,"['مثل', '##ما']","['مثل', '##ما']","['مثل', '##ما']",O,O,sentence#9,True,mbert,without_preprocessing
323,في,['في'],['في'],['في'],O,O,sentence#9,True,mbert,without_preprocessing
324,العراق,['العراق'],['العراق'],['العراق'],B-LOC,B-LOC,sentence#9,True,mbert,without_preprocessing
325,،,['،'],['،'],['،'],O,O,sentence#9,True,mbert,without_preprocessing
326,تتبخر,"['ت', '##تب', '##خر']","['ت', '##تب', '##خر']","['ت', '##تب', '##خر']",O,O,sentence#9,True,mbert,without_preprocessing
327,أنان,['انان'],['انان'],['انان'],I-PERS,B-PERS,sentence#10,False,mbert,without_preprocessing
328,ما,['ما'],['ما'],['ما'],O,O,sentence#10,True,mbert,without_preprocessing
329,تزال,"['ت', '##زال']","['ت', '##زال']","['ت', '##زال']",O,O,sentence#10,True,mbert,without_preprocessing
330,حكومة,['حكومة'],['حكومة'],['حكومة'],O,O,sentence#10,True,mbert,without_preprocessing
331,البلاد,['البلاد'],['البلاد'],['البلاد'],O,O,sentence#10,True,mbert,without_preprocessing
332,ضعيفة,"['ض', '##عي', '##فة']","['ض', '##عي', '##فة']","['ض', '##عي', '##فة']",O,O,sentence#10,True,mbert,without_preprocessing
333,وفاسدة,"['و', '##فا', '##سد', '##ة']","['و', '##فا', '##سد', '##ة']","['و', '##فا', '##سد', '##ة']",O,O,sentence#10,True,mbert,without_preprocessing
334,،,['،'],['،'],['،'],O,O,sentence#10,True,mbert,without_preprocessing
335,كما,['كما'],['كما'],['كما'],O,O,sentence#10,True,mbert,without_preprocessing
336,أنها,['انها'],['انها'],['انها'],O,O,sentence#10,True,mbert,without_preprocessing
337,تواجه,"['تو', '##اج', '##ه']","['تو', '##اج', '##ه']","['تو', '##اج', '##ه']",O,O,sentence#10,True,mbert,without_preprocessing
338,عراقيل,"['عراق', '##يل']","['عراق', '##يل']","['عراق', '##يل']",O,O,sentence#10,True,mbert,without_preprocessing
339,عدة,['عدة'],['عدة'],['عدة'],O,O,sentence#10,True,mbert,without_preprocessing
340,مثل,['مثل'],['مثل'],['مثل'],O,O,sentence#10,True,mbert,without_preprocessing
341,مؤشرات,"['م', '##وش', '##رات']","['م', '##وش', '##رات']","['م', '##وش', '##رات']",O,O,sentence#10,True,mbert,without_preprocessing
342,التنمية,"['ال', '##تن', '##مية']","['ال', '##تن', '##مية']","['ال', '##تن', '##مية']",O,O,sentence#10,True,mbert,without_preprocessing
343,التي,['التي'],['التي'],['التي'],O,O,sentence#10,True,mbert,without_preprocessing
344,تبعث,"['ت', '##بع', '##ث']","['ت', '##بع', '##ث']","['ت', '##بع', '##ث']",O,O,sentence#10,True,mbert,without_preprocessing
345,على,['على'],['على'],['على'],O,O,sentence#10,True,mbert,without_preprocessing
346,القلق,"['ال', '##قل', '##ق']","['ال', '##قل', '##ق']","['ال', '##قل', '##ق']",O,O,sentence#10,True,mbert,without_preprocessing
347,،,['،'],['،'],['،'],O,O,sentence#10,True,mbert,without_preprocessing
348,وازدهار,"['و', '##از', '##دها', '##ر']","['و', '##از', '##دها', '##ر']","['و', '##از', '##دها', '##ر']",O,O,sentence#10,True,mbert,without_preprocessing
349,زراعة,"['ز', '##راع', '##ة']","['ز', '##راع', '##ة']","['ز', '##راع', '##ة']",O,O,sentence#10,True,mbert,without_preprocessing
350,الأفيون,"['الا', '##في', '##ون']","['الا', '##في', '##ون']","['الا', '##في', '##ون']",O,B-MISC,sentence#10,False,mbert,without_preprocessing
351,،,['،'],['،'],['،'],O,O,sentence#10,True,mbert,without_preprocessing
352,وانبعاث,"['وان', '##بع', '##اث']","['وان', '##بع', '##اث']","['وان', '##بع', '##اث']",O,O,sentence#10,True,mbert,without_preprocessing
353,حركة,['حركة'],['حركة'],['حركة'],O,O,sentence#10,True,mbert,without_preprocessing
354,التمرد,"['ال', '##تم', '##رد']","['ال', '##تم', '##رد']","['ال', '##تم', '##رد']",O,O,sentence#10,True,mbert,without_preprocessing
355,من,['من'],['من'],['من'],O,O,sentence#10,True,mbert,without_preprocessing
356,جديد,['جديد'],['جديد'],['جديد'],O,O,sentence#10,True,mbert,without_preprocessing
357,الأحمر,['الاحمر'],['الاحمر'],['الاحمر'],I-ORG,O,sentence#11,False,mbert,without_preprocessing
358,،,['،'],['،'],['،'],O,O,sentence#11,True,mbert,without_preprocessing
359,لنا,"['ل', '##نا']","['ل', '##نا']","['ل', '##نا']",O,O,sentence#11,True,mbert,without_preprocessing
360,أن,['ان'],['ان'],['ان'],O,O,sentence#11,True,mbert,without_preprocessing
361,نتساءل,"['ن', '##تس', '##اء', '##ل']","['ن', '##تس', '##اء', '##ل']","['ن', '##تس', '##اء', '##ل']",O,O,sentence#11,True,mbert,without_preprocessing
